review_id,review,rating,date,source,bank
585,Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Google Play,Bank of Abyssinia
586,"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Google Play,Bank of Abyssinia
587,Best,2,2025-04-19,Google Play,Bank of Abyssinia
588,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Google Play,Bank of Abyssinia
589,yideg,1,2025-04-18,Google Play,Bank of Abyssinia
590,great boa,5,2025-04-10,Google Play,Bank of Abyssinia
591,Best,5,2025-04-10,Google Play,Bank of Abyssinia
592,boa of mobile backing,5,2025-04-09,Google Play,Bank of Abyssinia
593,nice,5,2025-04-09,Google Play,Bank of Abyssinia
594,faster bank of Abissinya,5,2025-04-08,Google Play,Bank of Abyssinia
595,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Google Play,Bank of Abyssinia
596,it just doesn't work...so frustrating,1,2025-04-07,Google Play,Bank of Abyssinia
597,like,5,2025-04-06,Google Play,Bank of Abyssinia
598,it's not work correctly... you must have update it,1,2025-04-06,Google Play,Bank of Abyssinia
599,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Google Play,Bank of Abyssinia
600,after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Google Play,Bank of Abyssinia
601,good but they don't update enough don't add new things,3,2025-04-04,Google Play,Bank of Abyssinia
602,very good,5,2025-04-03,Google Play,Bank of Abyssinia
603,thank you,5,2025-04-02,Google Play,Bank of Abyssinia
604,it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Google Play,Bank of Abyssinia
605,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Google Play,Bank of Abyssinia
606,good application,5,2025-03-30,Google Play,Bank of Abyssinia
607,this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Google Play,Bank of Abyssinia
608,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Google Play,Bank of Abyssinia
609,always problematic hardly works,1,2025-03-26,Google Play,Bank of Abyssinia
610,considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Google Play,Bank of Abyssinia
611,best app,5,2025-03-25,Google Play,Bank of Abyssinia
612,very good,5,2025-03-25,Google Play,Bank of Abyssinia
613,"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Google Play,Bank of Abyssinia
614,great BoA,5,2025-03-22,Google Play,Bank of Abyssinia
615,best,5,2025-03-21,Google Play,Bank of Abyssinia
616,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Google Play,Bank of Abyssinia
617,good,5,2025-03-21,Google Play,Bank of Abyssinia
618,good,5,2025-03-19,Google Play,Bank of Abyssinia
619,there is no speed,1,2025-03-19,Google Play,Bank of Abyssinia
620,"For anyone who wants to download it, just don't!!!",1,2025-03-19,Google Play,Bank of Abyssinia
621,wonderful,5,2025-03-19,Google Play,Bank of Abyssinia
622,all worck,5,2025-03-19,Google Play,Bank of Abyssinia
623,Loved it,5,2025-03-14,Google Play,Bank of Abyssinia
624,Wow,1,2025-03-14,Google Play,Bank of Abyssinia
625,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Google Play,Bank of Abyssinia
626,Improved to be the best,5,2025-03-11,Google Play,Bank of Abyssinia
627,BoA,5,2025-03-11,Google Play,Bank of Abyssinia
628,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Google Play,Bank of Abyssinia
629,BoA Greqt Ethiopian bank.,5,2025-03-11,Google Play,Bank of Abyssinia
630,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Google Play,Bank of Abyssinia
631,Almost better compared to cbe where it is not qualified for,4,2025-03-09,Google Play,Bank of Abyssinia
632,what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Google Play,Bank of Abyssinia
633,Wonderfull app,5,2025-03-08,Google Play,Bank of Abyssinia
634,i can't use this app why?,5,2025-03-07,Google Play,Bank of Abyssinia
635,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Google Play,Bank of Abyssinia
636,Wow,4,2025-03-05,Google Play,Bank of Abyssinia
637,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Google Play,Bank of Abyssinia
638,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Google Play,Bank of Abyssinia
639,Good app,5,2025-03-03,Google Play,Bank of Abyssinia
640,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Google Play,Bank of Abyssinia
641,It has good features but sometimes it doesn't work...0,1,2025-03-02,Google Play,Bank of Abyssinia
642,Very poor proformance,1,2025-03-01,Google Play,Bank of Abyssinia
643,It's not opening. Really frustrating,1,2025-03-01,Google Play,Bank of Abyssinia
644,Verry Amazing App from all IB,5,2025-03-01,Google Play,Bank of Abyssinia
645,Not working on this days,1,2025-02-26,Google Play,Bank of Abyssinia
646,Thank you BoA,5,2025-02-23,Google Play,Bank of Abyssinia
647,best banking app in the wworld,5,2025-02-22,Google Play,Bank of Abyssinia
648,Nice app and it's easy to use,5,2025-02-21,Google Play,Bank of Abyssinia
649,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Google Play,Bank of Abyssinia
650,This is help full i like ittttt,5,2025-02-14,Google Play,Bank of Abyssinia
651,The is not functional at all?,2,2025-02-12,Google Play,Bank of Abyssinia
652,Best bank,5,2025-02-08,Google Play,Bank of Abyssinia
653,Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Google Play,Bank of Abyssinia
654,good,5,2025-02-05,Google Play,Bank of Abyssinia
655,🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Google Play,Bank of Abyssinia
656,I have been using this app for two years.It is amazing.,5,2025-02-01,Google Play,Bank of Abyssinia
657,Good 👍,5,2025-01-31,Google Play,Bank of Abyssinia
658,Sad experience,1,2025-01-30,Google Play,Bank of Abyssinia
659,Always do update and that is annoying,3,2025-01-27,Google Play,Bank of Abyssinia
660,"Best app, somehow waiting a few minutes",5,2025-01-23,Google Play,Bank of Abyssinia
661,I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Google Play,Bank of Abyssinia
662,Whenever I try to sign in app close please fixed it out,2,2025-01-21,Google Play,Bank of Abyssinia
663,Beter,5,2025-01-21,Google Play,Bank of Abyssinia
664,Boa,4,2025-01-18,Google Play,Bank of Abyssinia
665,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Google Play,Bank of Abyssinia
666,Aadan Axmed Barkhadle,5,2025-01-17,Google Play,Bank of Abyssinia
667,😡😡😡🤬🤬🤬,1,2025-01-16,Google Play,Bank of Abyssinia
668,Horrible customer service and app crashes Horrible!!,1,2025-01-15,Google Play,Bank of Abyssinia
669,I love it,5,2025-01-14,Google Play,Bank of Abyssinia
670,Best,5,2025-01-14,Google Play,Bank of Abyssinia
671,It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Google Play,Bank of Abyssinia
672,Good🙏,5,2025-01-12,Google Play,Bank of Abyssinia
673,Like to much,5,2025-01-11,Google Play,Bank of Abyssinia
674,Thank you,5,2025-01-10,Google Play,Bank of Abyssinia
675,Perfect,5,2025-01-09,Google Play,Bank of Abyssinia
676,The best of best,5,2025-01-09,Google Play,Bank of Abyssinia
677,I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Google Play,Bank of Abyssinia
678,Boa,5,2025-01-06,Google Play,Bank of Abyssinia
679,Great 👍,5,2025-01-04,Google Play,Bank of Abyssinia
680,Fast and suitable for the customers.,5,2025-01-04,Google Play,Bank of Abyssinia
681,Good 👍,5,2025-01-03,Google Play,Bank of Abyssinia
682,Good app and helpful,5,2025-01-03,Google Play,Bank of Abyssinia
683,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Google Play,Bank of Abyssinia
684,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Google Play,Bank of Abyssinia
685,It doesn't work at all.,2,2025-01-02,Google Play,Bank of Abyssinia
686,this app is not available,1,2025-01-02,Google Play,Bank of Abyssinia
687,Best,5,2025-01-01,Google Play,Bank of Abyssinia
688,Wow what amazing,5,2024-12-30,Google Play,Bank of Abyssinia
689,love it,5,2024-12-30,Google Play,Bank of Abyssinia
690,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Google Play,Bank of Abyssinia
691,Lemn embi yilal??,5,2024-12-30,Google Play,Bank of Abyssinia
692,Good,5,2024-12-30,Google Play,Bank of Abyssinia
693,It's useless app downgraded.,1,2024-12-29,Google Play,Bank of Abyssinia
694,Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Google Play,Bank of Abyssinia
695,Nice,5,2024-12-26,Google Play,Bank of Abyssinia
696,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Google Play,Bank of Abyssinia
697,አይሰራም ሼም ነው፤,1,2024-12-23,Google Play,Bank of Abyssinia
698,Not that much bad,3,2024-12-22,Google Play,Bank of Abyssinia
699,Fine,5,2024-12-21,Google Play,Bank of Abyssinia
700,The dirtiest application ever seen...,1,2024-12-20,Google Play,Bank of Abyssinia
701,Nic ap,5,2024-12-19,Google Play,Bank of Abyssinia
702,The forest app ever,1,2024-12-19,Google Play,Bank of Abyssinia
703,"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Google Play,Bank of Abyssinia
704,Bank of abissena,1,2024-12-17,Google Play,Bank of Abyssinia
705,Good,3,2024-12-16,Google Play,Bank of Abyssinia
706,"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Google Play,Bank of Abyssinia
707,GOOD,5,2024-12-15,Google Play,Bank of Abyssinia
708,The worst banking app ever. Never works!,1,2024-12-14,Google Play,Bank of Abyssinia
709,Poorly functioning app,3,2024-12-13,Google Play,Bank of Abyssinia
710,Very nice,5,2024-12-13,Google Play,Bank of Abyssinia
711,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Google Play,Bank of Abyssinia
712,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Google Play,Bank of Abyssinia
713,"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Google Play,Bank of Abyssinia
714,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Google Play,Bank of Abyssinia
715,Nice,5,2024-12-07,Google Play,Bank of Abyssinia
716,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Google Play,Bank of Abyssinia
717,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Google Play,Bank of Abyssinia
718,My attention is very important because it will be the most difficult time for me,5,2024-11-30,Google Play,Bank of Abyssinia
719,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Google Play,Bank of Abyssinia
720,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Google Play,Bank of Abyssinia
721,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Google Play,Bank of Abyssinia
722,exellent digital transaction of money,5,2024-11-27,Google Play,Bank of Abyssinia
723,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Google Play,Bank of Abyssinia
724,Best,5,2024-11-25,Google Play,Bank of Abyssinia
725,Great,5,2024-11-25,Google Play,Bank of Abyssinia
726,👏👏👏,5,2024-11-24,Google Play,Bank of Abyssinia
727,Money,5,2024-11-24,Google Play,Bank of Abyssinia
728,It needs more improvment,2,2024-11-24,Google Play,Bank of Abyssinia
729,Good app,5,2024-11-21,Google Play,Bank of Abyssinia
730,ab,3,2024-11-20,Google Play,Bank of Abyssinia
731,Ademtahir,5,2024-11-20,Google Play,Bank of Abyssinia
732,✌️✌️,5,2024-11-20,Google Play,Bank of Abyssinia
733,Please this app on my android phone,3,2024-11-20,Google Play,Bank of Abyssinia
734,GOAT 🐐 🐐,5,2024-11-19,Google Play,Bank of Abyssinia
735,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Google Play,Bank of Abyssinia
736,Fast and reliable,5,2024-11-18,Google Play,Bank of Abyssinia
737,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Google Play,Bank of Abyssinia
738,Very good,5,2024-11-14,Google Play,Bank of Abyssinia
739,One of the poorest mobile banking system,1,2024-11-13,Google Play,Bank of Abyssinia
740,❤❤❤❤❤❤,5,2024-11-12,Google Play,Bank of Abyssinia
741,Oene,5,2024-11-12,Google Play,Bank of Abyssinia
742,i find it interesting specially in reciept downloading,1,2024-11-12,Google Play,Bank of Abyssinia
743,it good,5,2024-11-12,Google Play,Bank of Abyssinia
744,"This app crashes everytime, please fix it",1,2024-11-12,Google Play,Bank of Abyssinia
745,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Google Play,Bank of Abyssinia
746,I need a support the app is not working,5,2024-11-12,Google Play,Bank of Abyssinia
747,Bast bank of ethiopia,5,2024-11-12,Google Play,Bank of Abyssinia
748,Good,5,2024-11-12,Google Play,Bank of Abyssinia
749,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Google Play,Bank of Abyssinia
750,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Google Play,Bank of Abyssinia
751,The worst App i have never seen like this before,1,2024-11-12,Google Play,Bank of Abyssinia
752,Wweeeer,4,2024-11-12,Google Play,Bank of Abyssinia
753,Infinx,5,2024-11-12,Google Play,Bank of Abyssinia
754,Great service,5,2024-11-12,Google Play,Bank of Abyssinia
755,👍,5,2024-11-11,Google Play,Bank of Abyssinia
756,This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Google Play,Bank of Abyssinia
757,senayt Mesfin,4,2024-11-08,Google Play,Bank of Abyssinia
758,Bad app vety bad.,1,2024-11-07,Google Play,Bank of Abyssinia
759,Nice,5,2024-11-06,Google Play,Bank of Abyssinia
760,Abessnya Banke,5,2024-11-05,Google Play,Bank of Abyssinia
761,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Google Play,Bank of Abyssinia
762,Professional on banking app,5,2024-11-01,Google Play,Bank of Abyssinia
763,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Google Play,Bank of Abyssinia
764,አይሰራም አስተካክሉት,5,2024-10-26,Google Play,Bank of Abyssinia
765,Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Google Play,Bank of Abyssinia
766,Good,4,2024-10-25,Google Play,Bank of Abyssinia
767,Fast transfer,5,2024-10-24,Google Play,Bank of Abyssinia
768,"What's up I can't log in, what's wrong",5,2024-10-22,Google Play,Bank of Abyssinia
769,Amrumehamed,1,2024-10-21,Google Play,Bank of Abyssinia
770,Good,5,2024-10-19,Google Play,Bank of Abyssinia
771,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Google Play,Bank of Abyssinia
772,Very good,5,2024-10-18,Google Play,Bank of Abyssinia
773,ደደገነሐ,5,2024-10-15,Google Play,Bank of Abyssinia
774,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Google Play,Bank of Abyssinia
775,A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Google Play,Bank of Abyssinia
776,Good App,4,2024-10-12,Google Play,Bank of Abyssinia
777,Best app to me,5,2024-10-11,Google Play,Bank of Abyssinia
778,BOA,5,2024-10-11,Google Play,Bank of Abyssinia
779,Abdulkadir,5,2024-10-11,Google Play,Bank of Abyssinia
780,Bad,1,2024-10-10,Google Play,Bank of Abyssinia
781,If it is possible I would gove0 star,1,2024-10-08,Google Play,Bank of Abyssinia
782,Nise mobile bankig,4,2024-10-05,Google Play,Bank of Abyssinia
783,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Google Play,Bank of Abyssinia
784,Ok,5,2024-10-04,Google Play,Bank of Abyssinia
785,Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Google Play,Bank of Abyssinia
786,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Google Play,Bank of Abyssinia
787,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Google Play,Bank of Abyssinia
788,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Google Play,Bank of Abyssinia
789,Good,3,2024-10-03,Google Play,Bank of Abyssinia
790,Worest app,1,2024-10-03,Google Play,Bank of Abyssinia
791,The worest app ever,1,2024-10-03,Google Play,Bank of Abyssinia
792,አሪፍ ነው በርቱልን,5,2024-10-03,Google Play,Bank of Abyssinia
793,Wwwerrr,5,2024-10-02,Google Play,Bank of Abyssinia
794,ጀማል ውቀቱ,5,2024-09-30,Google Play,Bank of Abyssinia
795,Great For Financial company,5,2024-09-30,Google Play,Bank of Abyssinia
796,Very easy to use,5,2024-09-30,Google Play,Bank of Abyssinia
797,The App's crash always.. Error.....,3,2024-09-27,Google Play,Bank of Abyssinia
798,This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Google Play,Bank of Abyssinia
799,nice,5,2024-09-26,Google Play,Bank of Abyssinia
800,What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Google Play,Dashen Bank
801,Exceptional Product.,5,2025-11-23,Google Play,Dashen Bank
802,very easy app,3,2025-11-23,Google Play,Dashen Bank
803,"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Google Play,Dashen Bank
804,በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Google Play,Dashen Bank
805,bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Google Play,Dashen Bank
806,"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Google Play,Dashen Bank
807,always updating bad stability,1,2025-11-17,Google Play,Dashen Bank
808,"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Google Play,Dashen Bank
809,with the super app evry thing i need is just a tap away,5,2025-11-17,Google Play,Dashen Bank
810,nice,5,2025-11-16,Google Play,Dashen Bank
811,eyita tips,1,2025-11-15,Google Play,Dashen Bank
812,clear and presize,5,2025-11-15,Google Play,Dashen Bank
813,smooth and easy!!!,5,2025-11-14,Google Play,Dashen Bank
814,I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Google Play,Dashen Bank
815,"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Google Play,Dashen Bank
816,Very nice App.,5,2025-11-14,Google Play,Dashen Bank
817,system failure transfer to others account,2,2025-11-13,Google Play,Dashen Bank
818,thank you,1,2025-11-13,Google Play,Dashen Bank
819,"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Google Play,Dashen Bank
820,"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Google Play,Dashen Bank
821,wow dashen bank super app,5,2025-11-12,Google Play,Dashen Bank
822,"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Google Play,Dashen Bank
823,Best Mobile Banking App in Ethiopia .,5,2025-11-11,Google Play,Dashen Bank
824,very nice app I have ever seen,5,2025-11-10,Google Play,Dashen Bank
825,NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Google Play,Dashen Bank
826,it's good but is not fast,5,2025-11-09,Google Play,Dashen Bank
827,your financial system must improved,4,2025-11-09,Google Play,Dashen Bank
828,your service is too good,5,2025-11-09,Google Play,Dashen Bank
829,good experience,5,2025-11-09,Google Play,Dashen Bank
830,ok,5,2025-11-08,Google Play,Dashen Bank
831,"Amazing app, 👏",5,2025-11-07,Google Play,Dashen Bank
832,wooow,5,2025-11-07,Google Play,Dashen Bank
833,ok,5,2025-11-07,Google Play,Dashen Bank
834,Nice app,5,2025-11-07,Google Play,Dashen Bank
835,best,5,2025-11-07,Google Play,Dashen Bank
836,"easy to use, friendly",5,2025-11-06,Google Play,Dashen Bank
837,"12yr more LC, UCP & ICC & loan",5,2025-11-06,Google Play,Dashen Bank
838,"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Google Play,Dashen Bank
839,amzing,5,2025-11-06,Google Play,Dashen Bank
840,"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Google Play,Dashen Bank
841,betam kerfafa naw,1,2025-11-05,Google Play,Dashen Bank
842,exceptional,5,2025-11-05,Google Play,Dashen Bank
843,worst app ever,1,2025-11-05,Google Play,Dashen Bank
844,"Dashen, always two step ahead.",5,2025-11-05,Google Play,Dashen Bank
845,"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Google Play,Dashen Bank
846,👍,5,2025-11-05,Google Play,Dashen Bank
847,i am using,5,2025-11-05,Google Play,Dashen Bank
848,It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Google Play,Dashen Bank
849,wonderful app,5,2025-11-05,Google Play,Dashen Bank
850,"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,2025-11-05,Google Play,Dashen Bank
851,go ahead,5,2025-11-05,Google Play,Dashen Bank
852,its supper,5,2025-11-04,Google Play,Dashen Bank
853,Good,5,2025-11-04,Google Play,Dashen Bank
854,it's so boring,1,2025-11-04,Google Play,Dashen Bank
855,Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Google Play,Dashen Bank
856,"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Google Play,Dashen Bank
857,it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Google Play,Dashen Bank
858,Amazing,5,2025-11-03,Google Play,Dashen Bank
859,wow dashen bank,5,2025-11-03,Google Play,Dashen Bank
860,ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Google Play,Dashen Bank
861,"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Google Play,Dashen Bank
862,it's too slow,1,2025-11-01,Google Play,Dashen Bank
863,"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Google Play,Dashen Bank
864,"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Google Play,Dashen Bank
865,Nice app,5,2025-11-01,Google Play,Dashen Bank
866,The worst app ever. Extremely unreliable. Such a shame for a big bank.,1,2025-10-31,Google Play,Dashen Bank
867,app is too slow not opening fast,1,2025-10-31,Google Play,Dashen Bank
868,good,5,2025-10-30,Google Play,Dashen Bank
